T,O,H,L,C,V
2020-03-10 20:00:00+00:00,105.494,105.655,105.296,105.638,4438.0
2020-03-10 21:00:00+00:00,105.638,105.65,105.244,105.272,1618.0
2020-03-10 22:00:00+00:00,105.268,105.382,105.008,105.107,3934.0
2020-03-10 23:00:00+00:00,105.105,105.242,104.814,105.044,4996.0
2020-03-11 00:00:00+00:00,105.042,105.255,104.775,104.922,9808.0
2020-03-11 01:00:00+00:00,104.924,105.06,104.661,104.766,7150.0
2020-03-11 02:00:00+00:00,104.768,105.01,104.684,104.86,5262.0
2020-03-11 03:00:00+00:00,104.858,105.004,104.611,104.742,5978.0
2020-03-11 04:00:00+00:00,104.744,104.756,104.391,104.437,5776.0
2020-03-11 05:00:00+00:00,104.438,104.438,104.098,104.156,7216.0
2020-03-11 06:00:00+00:00,104.158,104.576,104.158,104.376,8008.0
2020-03-11 07:00:00+00:00,104.374,105.078,104.346,105.02,13457.0
2020-03-11 08:00:00+00:00,105.022,105.331,104.87,105.256,15137.0
2020-03-11 09:00:00+00:00,105.258,105.316,104.937,105.05,11274.0
2020-03-11 10:00:00+00:00,105.049,105.11,104.842,104.993,10643.0
2020-03-11 11:00:00+00:00,104.994,105.028,104.616,104.74,10608.0
2020-03-11 12:00:00+00:00,104.741,104.998,104.37,104.446,14266.0
2020-03-11 13:00:00+00:00,104.444,104.856,104.42,104.614,13207.0
2020-03-11 14:00:00+00:00,104.616,104.819,104.436,104.614,14686.0
2020-03-11 15:00:00+00:00,104.615,105.031,104.54,104.82,15098.0
2020-03-11 16:00:00+00:00,104.822,105.134,104.703,104.968,13748.0
2020-03-11 17:00:00+00:00,104.97,104.986,104.626,104.748,11839.0
2020-03-11 18:00:00+00:00,104.75,104.818,104.526,104.594,13517.0
2020-03-11 19:00:00+00:00,104.596,104.812,104.23,104.712,15327.0
2020-03-11 20:00:00+00:00,104.71,104.733,104.426,104.533,3490.0
2020-03-11 21:00:00+00:00,104.533,104.533,104.323,104.447,982.0
2020-03-11 22:00:00+00:00,104.452,104.766,104.388,104.734,2377.0
2020-03-11 23:00:00+00:00,104.732,104.807,104.437,104.54,5183.0
2020-03-12 00:00:00+00:00,104.541,104.658,104.362,104.604,7639.0
2020-03-12 01:00:00+00:00,104.602,104.724,103.339,103.494,17386.0
2020-03-12 02:00:00+00:00,103.496,103.59,103.084,103.389,10104.0
2020-03-12 03:00:00+00:00,103.388,103.528,103.222,103.369,4717.0
2020-03-12 04:00:00+00:00,103.37,104.285,103.368,104.026,9026.0
2020-03-12 05:00:00+00:00,104.028,104.102,103.796,103.837,4787.0
2020-03-12 06:00:00+00:00,103.838,103.882,103.604,103.705,6300.0
2020-03-12 07:00:00+00:00,103.706,103.942,103.553,103.674,14842.0
2020-03-12 08:00:00+00:00,103.675,103.806,103.51,103.758,12593.0
2020-03-12 09:00:00+00:00,103.756,104.036,103.564,103.845,10401.0
2020-03-12 10:00:00+00:00,103.846,103.916,103.646,103.851,8188.0
2020-03-12 11:00:00+00:00,103.852,103.852,103.696,103.724,6799.0
2020-03-12 12:00:00+00:00,103.722,104.214,103.514,104.032,14261.0
2020-03-12 13:00:00+00:00,104.034,104.722,103.856,104.72,14435.0
2020-03-12 14:00:00+00:00,104.722,105.5,104.617,105.065,28544.0
2020-03-12 15:00:00+00:00,105.063,105.857,105.044,105.67,26240.0
2020-03-12 16:00:00+00:00,105.668,105.72,104.854,105.29,19630.0
2020-03-12 17:00:00+00:00,105.292,106.105,105.035,105.388,15089.0
2020-03-12 18:00:00+00:00,105.392,105.396,105.024,105.193,11469.0
2020-03-12 19:00:00+00:00,105.194,105.499,105.186,105.336,10445.0
2020-03-12 20:00:00+00:00,105.338,105.374,104.606,104.634,5480.0
2020-03-12 21:00:00+00:00,104.634,104.903,104.61,104.859,835.0
2020-03-12 22:00:00+00:00,104.853,104.91,104.61,104.802,4328.0
2020-03-12 23:00:00+00:00,104.796,104.949,104.509,104.673,4199.0
2020-03-13 00:00:00+00:00,104.67,105.206,104.66,105.086,9511.0
2020-03-13 01:00:00+00:00,105.085,105.14,104.682,105.032,9883.0
2020-03-13 02:00:00+00:00,105.034,105.282,104.963,105.024,8279.0
2020-03-13 03:00:00+00:00,105.026,105.074,104.9,104.949,7569.0
2020-03-13 04:00:00+00:00,104.947,105.672,104.928,105.594,9818.0
2020-03-13 05:00:00+00:00,105.592,106.012,105.498,105.592,10675.0
2020-03-13 06:00:00+00:00,105.594,105.633,105.32,105.545,11050.0
2020-03-13 07:00:00+00:00,105.546,105.988,105.338,105.832,11723.0
2020-03-13 08:00:00+00:00,105.83,106.228,105.763,105.85,8778.0
2020-03-13 09:00:00+00:00,105.848,106.278,105.765,106.265,5000.0
2020-03-13 10:00:00+00:00,106.263,106.57,106.199,106.262,6556.0
2020-03-13 11:00:00+00:00,106.264,106.914,106.212,106.894,6517.0
2020-03-13 12:00:00+00:00,106.892,107.496,106.742,107.302,17311.0
2020-03-13 13:00:00+00:00,107.303,107.37,106.687,106.822,19141.0
2020-03-13 14:00:00+00:00,106.82,107.267,106.791,106.992,22255.0
2020-03-13 15:00:00+00:00,106.99,107.222,106.736,107.138,22827.0
2020-03-13 16:00:00+00:00,107.136,107.943,106.981,107.765,21537.0
2020-03-13 17:00:00+00:00,107.766,107.998,107.61,107.66,15713.0
2020-03-13 18:00:00+00:00,107.662,108.191,107.388,108.156,12034.0
2020-03-13 19:00:00+00:00,108.158,108.51,107.906,108.23,8103.0
2020-03-13 20:00:00+00:00,108.233,108.384,107.878,107.887,3602.0
2020-03-15 21:00:00+00:00,107.062,107.371,106.465,107.077,2205.0
2020-03-15 22:00:00+00:00,107.081,107.128,105.777,106.42,23815.0
2020-03-15 23:00:00+00:00,106.416,106.845,105.728,106.507,11124.0
2020-03-16 00:00:00+00:00,106.504,107.106,106.308,106.918,9227.0
2020-03-16 01:00:00+00:00,106.915,107.365,106.796,107.343,5548.0
2020-03-16 02:00:00+00:00,107.34,107.57,106.996,107.16,5013.0
2020-03-16 03:00:00+00:00,107.158,107.161,106.742,106.892,3923.0
2020-03-16 04:00:00+00:00,106.894,107.273,106.782,106.79,5220.0
2020-03-16 05:00:00+00:00,106.786,107.076,106.333,106.478,6513.0
2020-03-16 06:00:00+00:00,106.475,106.584,106.158,106.432,5803.0
2020-03-16 07:00:00+00:00,106.43,106.736,106.233,106.59,10782.0
2020-03-16 08:00:00+00:00,106.592,106.683,106.008,106.037,7028.0
2020-03-16 09:00:00+00:00,106.035,106.131,105.794,105.936,8327.0
2020-03-16 10:00:00+00:00,105.937,106.085,105.706,105.919,8825.0
2020-03-16 11:00:00+00:00,105.921,106.054,105.704,105.704,6658.0
2020-03-16 12:00:00+00:00,105.706,105.854,105.148,105.308,16889.0
2020-03-16 13:00:00+00:00,105.306,106.026,105.272,105.774,17945.0
2020-03-16 14:00:00+00:00,105.776,106.378,105.603,106.263,17863.0
2020-03-16 15:00:00+00:00,106.262,106.476,105.586,105.68,15117.0
2020-03-16 16:00:00+00:00,105.682,106.01,105.605,105.699,14150.0
2020-03-16 17:00:00+00:00,105.7,105.99,105.602,105.956,16448.0
2020-03-16 18:00:00+00:00,105.954,106.246,105.856,106.136,14987.0
2020-03-16 19:00:00+00:00,106.135,106.445,105.747,105.846,18587.0
2020-03-16 20:00:00+00:00,105.845,106.109,105.831,105.851,3882.0
2020-03-16 21:00:00+00:00,105.851,106.01,105.851,105.898,1410.0
2020-03-16 22:00:00+00:00,105.893,106.306,105.887,106.292,4390.0
2020-03-16 23:00:00+00:00,106.289,106.352,106.084,106.22,9944.0
2020-03-17 00:00:00+00:00,106.221,106.664,106.078,106.594,15255.0
2020-03-17 01:00:00+00:00,106.592,107.191,106.564,106.698,15604.0
2020-03-17 02:00:00+00:00,106.696,106.752,106.299,106.336,15576.0
2020-03-17 03:00:00+00:00,106.337,106.566,106.168,106.504,15486.0
2020-03-17 04:00:00+00:00,106.505,106.674,106.382,106.595,10908.0
2020-03-17 05:00:00+00:00,106.596,106.64,106.356,106.421,10579.0
2020-03-17 06:00:00+00:00,106.423,106.72,106.232,106.642,11756.0
2020-03-17 07:00:00+00:00,106.644,106.903,106.562,106.876,22097.0
2020-03-17 08:00:00+00:00,106.872,107.038,106.602,106.838,16679.0
2020-03-17 09:00:00+00:00,106.836,106.851,106.296,106.575,13898.0
2020-03-17 10:00:00+00:00,106.574,107.044,106.534,107.02,17816.0
2020-03-17 11:00:00+00:00,107.018,107.147,106.732,106.753,15299.0
2020-03-17 12:00:00+00:00,106.752,107.07,106.714,107.053,14493.0
2020-03-17 13:00:00+00:00,107.052,107.146,106.77,106.867,17736.0
2020-03-17 14:00:00+00:00,106.865,107.425,106.807,107.297,24559.0
2020-03-17 15:00:00+00:00,107.298,107.594,107.143,107.409,19178.0
2020-03-17 16:00:00+00:00,107.411,107.575,107.304,107.568,14062.0
2020-03-17 17:00:00+00:00,107.57,107.668,107.232,107.396,14133.0
2020-03-17 18:00:00+00:00,107.394,107.864,107.379,107.856,8144.0
2020-03-17 19:00:00+00:00,107.854,107.854,107.634,107.686,7633.0
2020-03-17 20:00:00+00:00,107.687,107.738,107.537,107.684,2240.0
2020-03-17 21:00:00+00:00,107.684,107.719,107.561,107.657,694.0
2020-03-17 22:00:00+00:00,107.649,107.694,107.219,107.256,5459.0
2020-03-17 23:00:00+00:00,107.259,107.442,107.23,107.387,9088.0
2020-03-18 00:00:00+00:00,107.39,107.572,107.28,107.382,13530.0
2020-03-18 01:00:00+00:00,107.38,107.411,107.098,107.264,11953.0
2020-03-18 02:00:00+00:00,107.262,107.31,107.136,107.256,8727.0
2020-03-18 03:00:00+00:00,107.255,107.308,107.063,107.12,10431.0
2020-03-18 04:00:00+00:00,107.121,107.246,107.106,107.226,5794.0
2020-03-18 05:00:00+00:00,107.225,107.266,106.944,107.04,6305.0
2020-03-18 06:00:00+00:00,107.038,107.097,106.754,107.038,7038.0
2020-03-18 07:00:00+00:00,107.04,107.418,106.961,107.416,13206.0
2020-03-18 08:00:00+00:00,107.418,107.609,107.24,107.555,13434.0
2020-03-18 09:00:00+00:00,107.556,107.576,107.29,107.324,11779.0
2020-03-18 10:00:00+00:00,107.326,107.354,107.087,107.324,10416.0
2020-03-18 11:00:00+00:00,107.322,107.537,107.23,107.279,9332.0
2020-03-18 12:00:00+00:00,107.281,107.648,107.281,107.643,11079.0
2020-03-18 13:00:00+00:00,107.642,108.096,107.604,107.956,15922.0
2020-03-18 14:00:00+00:00,107.954,108.135,107.733,108.076,19476.0
2020-03-18 15:00:00+00:00,108.075,108.502,108.011,108.435,10981.0
2020-03-18 16:00:00+00:00,108.436,108.548,108.122,108.366,15933.0
2020-03-18 17:00:00+00:00,108.364,108.658,108.122,108.44,18936.0
2020-03-18 18:00:00+00:00,108.438,108.547,107.748,107.952,17355.0
2020-03-18 19:00:00+00:00,107.951,108.332,107.834,108.113,20842.0
2020-03-18 20:00:00+00:00,108.115,108.187,107.972,108.081,2059.0
2020-03-18 21:00:00+00:00,108.081,108.081,107.873,108.066,356.0
2020-03-18 22:00:00+00:00,108.062,108.252,107.999,108.013,4583.0
2020-03-18 23:00:00+00:00,108.015,108.406,107.992,108.364,9950.0
2020-03-19 00:00:00+00:00,108.362,108.952,108.198,108.811,12831.0
2020-03-19 01:00:00+00:00,108.809,109.066,108.59,108.794,11019.0
2020-03-19 02:00:00+00:00,108.797,109.501,108.764,109.07,10601.0
2020-03-19 03:00:00+00:00,109.072,109.396,108.981,109.29,8464.0
2020-03-19 04:00:00+00:00,109.291,109.554,108.986,109.072,9064.0
2020-03-19 05:00:00+00:00,109.073,109.075,108.764,108.843,9869.0
2020-03-19 06:00:00+00:00,108.842,108.957,108.456,108.574,20488.0
2020-03-19 07:00:00+00:00,108.572,109.241,108.548,109.156,21446.0
2020-03-19 08:00:00+00:00,109.158,109.211,108.816,108.914,12657.0
2020-03-19 09:00:00+00:00,108.912,109.174,108.826,109.148,10478.0
2020-03-19 10:00:00+00:00,109.147,109.482,108.978,109.478,10691.0
2020-03-19 11:00:00+00:00,109.48,109.966,109.419,109.906,8911.0
2020-03-19 12:00:00+00:00,109.904,110.002,109.519,109.78,16731.0
2020-03-19 13:00:00+00:00,109.782,110.008,109.547,109.99,15667.0
2020-03-19 14:00:00+00:00,109.988,110.182,109.621,109.762,15052.0
2020-03-19 15:00:00+00:00,109.764,110.098,109.64,110.078,11419.0
2020-03-19 16:00:00+00:00,110.08,110.208,110.012,110.196,18504.0
2020-03-19 17:00:00+00:00,110.195,110.384,110.049,110.38,18640.0
2020-03-19 18:00:00+00:00,110.381,110.843,110.324,110.682,16965.0
2020-03-19 19:00:00+00:00,110.684,110.956,110.589,110.734,19753.0
2020-03-19 20:00:00+00:00,110.736,110.762,110.446,110.707,3131.0
2020-03-19 21:00:00+00:00,110.711,110.952,110.682,110.902,543.0
2020-03-19 22:00:00+00:00,110.907,110.958,110.694,110.86,3263.0
2020-03-19 23:00:00+00:00,110.858,111.366,110.836,111.31,6747.0
2020-03-20 00:00:00+00:00,111.312,111.34,111.05,111.146,6836.0
2020-03-20 01:00:00+00:00,111.148,111.202,110.112,110.422,6999.0
2020-03-20 02:00:00+00:00,110.42,110.527,109.989,110.174,5778.0
2020-03-20 03:00:00+00:00,110.172,110.324,109.994,110.172,3389.0
2020-03-20 04:00:00+00:00,110.17,110.239,109.928,109.946,3250.0
2020-03-20 05:00:00+00:00,109.944,110.079,109.778,110.032,3860.0
2020-03-20 06:00:00+00:00,110.034,110.098,109.641,109.844,3457.0
2020-03-20 07:00:00+00:00,109.846,109.966,109.335,109.512,11268.0
2020-03-20 08:00:00+00:00,109.51,109.971,109.486,109.908,12654.0
2020-03-20 09:00:00+00:00,109.906,110.282,109.806,110.261,10854.0
2020-03-20 10:00:00+00:00,110.26,110.26,109.83,109.97,6418.0
2020-03-20 11:00:00+00:00,109.968,110.271,109.932,110.106,5625.0
2020-03-20 12:00:00+00:00,110.108,110.393,109.914,110.366,12269.0
2020-03-20 13:00:00+00:00,110.365,110.996,110.364,110.941,12757.0
2020-03-20 14:00:00+00:00,110.943,110.943,110.56,110.896,11926.0
2020-03-20 15:00:00+00:00,110.898,111.396,110.794,111.305,13331.0
2020-03-20 16:00:00+00:00,111.307,111.48,111.232,111.464,14869.0
2020-03-20 17:00:00+00:00,111.465,111.508,110.852,110.948,19634.0
2020-03-20 18:00:00+00:00,110.95,111.321,110.95,111.168,24243.0
2020-03-20 19:00:00+00:00,111.171,111.501,111.061,111.086,11321.0
2020-03-20 20:00:00+00:00,111.09,111.352,110.72,110.793,2499.0
2020-03-22 21:00:00+00:00,110.823,110.896,110.754,110.804,252.0
2020-03-22 22:00:00+00:00,110.81,111.252,110.54,111.079,5522.0
2020-03-22 23:00:00+00:00,111.076,111.09,110.292,110.396,6767.0
2020-03-23 00:00:00+00:00,110.394,110.78,110.262,110.542,8298.0
2020-03-23 01:00:00+00:00,110.544,110.73,110.138,110.378,5589.0
2020-03-23 02:00:00+00:00,110.38,110.38,109.998,110.076,4845.0
2020-03-23 03:00:00+00:00,110.078,110.394,110.016,110.284,5358.0
2020-03-23 04:00:00+00:00,110.282,110.286,109.998,110.086,4796.0
2020-03-23 05:00:00+00:00,110.088,110.102,109.794,109.89,4435.0
2020-03-23 06:00:00+00:00,109.888,110.29,109.67,110.057,5022.0
2020-03-23 07:00:00+00:00,110.054,110.296,110.034,110.239,9509.0
2020-03-23 08:00:00+00:00,110.241,110.25,110.078,110.184,10241.0
2020-03-23 09:00:00+00:00,110.186,110.739,110.182,110.49,7107.0
2020-03-23 10:00:00+00:00,110.492,110.72,110.476,110.649,6418.0
2020-03-23 11:00:00+00:00,110.651,110.888,110.54,110.807,7018.0
2020-03-23 12:00:00+00:00,110.809,110.838,109.818,110.222,24601.0
2020-03-23 13:00:00+00:00,110.22,110.856,110.164,110.604,21659.0
2020-03-23 14:00:00+00:00,110.606,110.876,110.588,110.79,17625.0
2020-03-23 15:00:00+00:00,110.792,111.369,110.718,111.352,13571.0
2020-03-23 16:00:00+00:00,111.35,111.596,111.178,111.229,15269.0
2020-03-23 17:00:00+00:00,111.227,111.39,111.142,111.226,12975.0
2020-03-23 18:00:00+00:00,111.224,111.572,111.135,111.508,14720.0
2020-03-23 19:00:00+00:00,111.506,111.508,111.152,111.315,13612.0
2020-03-23 20:00:00+00:00,111.313,111.352,111.125,111.242,2379.0
2020-03-23 21:00:00+00:00,111.242,111.332,111.099,111.25,1470.0
2020-03-23 22:00:00+00:00,111.254,111.275,110.863,110.98,2984.0
2020-03-23 23:00:00+00:00,110.983,111.138,110.783,110.819,5363.0
2020-03-24 00:00:00+00:00,110.816,110.981,110.447,110.458,7655.0
2020-03-24 01:00:00+00:00,110.456,110.518,110.268,110.35,7314.0
2020-03-24 02:00:00+00:00,110.352,110.43,110.085,110.358,5187.0
2020-03-24 03:00:00+00:00,110.361,110.576,110.246,110.304,4738.0
2020-03-24 04:00:00+00:00,110.302,110.427,110.131,110.288,5222.0
2020-03-24 05:00:00+00:00,110.29,110.472,110.18,110.395,3650.0
2020-03-24 06:00:00+00:00,110.394,110.49,110.241,110.356,4643.0
2020-03-24 07:00:00+00:00,110.354,110.694,110.324,110.534,8951.0
2020-03-24 08:00:00+00:00,110.536,110.774,110.534,110.712,6269.0
2020-03-24 09:00:00+00:00,110.71,110.945,110.364,110.42,6635.0
2020-03-24 10:00:00+00:00,110.421,110.637,110.296,110.482,7121.0
2020-03-24 11:00:00+00:00,110.48,110.918,110.416,110.848,6953.0
2020-03-24 12:00:00+00:00,110.846,111.006,110.73,110.787,15259.0
2020-03-24 13:00:00+00:00,110.788,111.187,110.598,111.18,15492.0
2020-03-24 14:00:00+00:00,111.181,111.408,111.096,111.402,14994.0
2020-03-24 15:00:00+00:00,111.403,111.504,111.166,111.454,12812.0
2020-03-24 16:00:00+00:00,111.453,111.629,111.345,111.478,11188.0
2020-03-24 17:00:00+00:00,111.48,111.514,111.294,111.466,9226.0
2020-03-24 18:00:00+00:00,111.467,111.522,111.306,111.474,10852.0
2020-03-24 19:00:00+00:00,111.476,111.717,111.464,111.504,10601.0
2020-03-24 20:00:00+00:00,111.506,111.536,111.18,111.221,2349.0
2020-03-24 21:00:00+00:00,111.221,111.537,111.13,111.326,1735.0
2020-03-24 22:00:00+00:00,111.33,111.374,111.062,111.203,1957.0
2020-03-24 23:00:00+00:00,111.206,111.308,111.047,111.127,3576.0
2020-03-25 00:00:00+00:00,111.124,111.275,110.939,111.01,8301.0
2020-03-25 01:00:00+00:00,111.007,111.015,110.754,110.82,6399.0
2020-03-25 02:00:00+00:00,110.822,111.04,110.788,110.871,5451.0
2020-03-25 03:00:00+00:00,110.872,111.135,110.871,111.108,4472.0
2020-03-25 04:00:00+00:00,111.106,111.35,111.068,111.324,5997.0
2020-03-25 05:00:00+00:00,111.326,111.494,111.198,111.238,8625.0
2020-03-25 06:00:00+00:00,111.24,111.375,111.132,111.335,8466.0
2020-03-25 07:00:00+00:00,111.337,111.481,111.174,111.464,8564.0
2020-03-25 08:00:00+00:00,111.466,111.568,111.301,111.31,8393.0
2020-03-25 09:00:00+00:00,111.311,111.482,111.274,111.413,7457.0
2020-03-25 10:00:00+00:00,111.412,111.448,111.18,111.224,10262.0
2020-03-25 11:00:00+00:00,111.226,111.328,111.064,111.262,11751.0
2020-03-25 12:00:00+00:00,111.264,111.45,111.232,111.349,11765.0
2020-03-25 13:00:00+00:00,111.351,111.646,111.344,111.6,10954.0
2020-03-25 14:00:00+00:00,111.601,111.682,111.458,111.586,13094.0
2020-03-25 15:00:00+00:00,111.584,111.618,111.398,111.421,7194.0
2020-03-25 16:00:00+00:00,111.419,111.598,111.372,111.422,7118.0
2020-03-25 17:00:00+00:00,111.423,111.517,111.138,111.16,6862.0
2020-03-25 18:00:00+00:00,111.161,111.364,111.088,111.356,7010.0
2020-03-25 19:00:00+00:00,111.358,111.366,111.122,111.178,7535.0
2020-03-25 20:00:00+00:00,111.176,111.254,111.144,111.208,1898.0
2020-03-25 21:00:00+00:00,111.208,111.298,111.109,111.174,1674.0
2020-03-25 22:00:00+00:00,111.179,111.246,110.89,111.016,3648.0
2020-03-25 23:00:00+00:00,111.018,111.041,110.826,110.836,5900.0
2020-03-26 00:00:00+00:00,110.838,110.954,110.596,110.748,10616.0
2020-03-26 01:00:00+00:00,110.746,110.78,110.46,110.651,10426.0
2020-03-26 02:00:00+00:00,110.652,110.856,110.546,110.724,8550.0
2020-03-26 03:00:00+00:00,110.722,110.768,110.572,110.697,6899.0
2020-03-26 04:00:00+00:00,110.696,110.854,110.676,110.73,5584.0
2020-03-26 05:00:00+00:00,110.731,110.746,110.56,110.621,3558.0
2020-03-26 06:00:00+00:00,110.622,110.749,110.527,110.56,4160.0
2020-03-26 07:00:00+00:00,110.558,110.632,110.368,110.473,8152.0
2020-03-26 08:00:00+00:00,110.474,110.508,110.064,110.103,9747.0
2020-03-26 09:00:00+00:00,110.105,110.137,109.812,110.048,8908.0
2020-03-26 10:00:00+00:00,110.047,110.172,109.815,109.982,6630.0
2020-03-26 11:00:00+00:00,109.98,109.982,109.582,109.732,7464.0
2020-03-26 12:00:00+00:00,109.734,109.945,109.556,109.654,12656.0
2020-03-26 13:00:00+00:00,109.656,109.876,109.378,109.668,15158.0
2020-03-26 14:00:00+00:00,109.666,110.084,109.61,109.847,14653.0
2020-03-26 15:00:00+00:00,109.848,109.89,109.35,109.457,10169.0
2020-03-26 16:00:00+00:00,109.459,109.768,109.45,109.456,7865.0
2020-03-26 17:00:00+00:00,109.458,109.592,109.41,109.503,9081.0
2020-03-26 18:00:00+00:00,109.505,109.576,109.207,109.228,7512.0
2020-03-26 19:00:00+00:00,109.23,109.488,109.229,109.395,11158.0
2020-03-26 20:00:00+00:00,109.394,109.628,109.386,109.627,1847.0
2020-03-26 21:00:00+00:00,109.627,109.747,109.415,109.453,1556.0
2020-03-26 22:00:00+00:00,109.449,109.492,109.248,109.34,1154.0
2020-03-26 23:00:00+00:00,109.342,109.389,109.087,109.134,5531.0
2020-03-27 00:00:00+00:00,109.136,109.393,108.895,109.048,9217.0
2020-03-27 01:00:00+00:00,109.046,109.083,108.497,108.658,7829.0
2020-03-27 02:00:00+00:00,108.657,108.715,108.289,108.38,5992.0
2020-03-27 03:00:00+00:00,108.378,108.459,108.26,108.406,4773.0
2020-03-27 04:00:00+00:00,108.408,108.602,108.296,108.35,4917.0
2020-03-27 05:00:00+00:00,108.348,108.527,108.239,108.452,4521.0
2020-03-27 06:00:00+00:00,108.454,108.79,108.324,108.609,4485.0
2020-03-27 07:00:00+00:00,108.612,109.005,108.534,108.886,6561.0
2020-03-27 08:00:00+00:00,108.888,108.982,108.672,108.918,7653.0
2020-03-27 09:00:00+00:00,108.92,109.07,108.726,108.844,6994.0
2020-03-27 10:00:00+00:00,108.842,108.953,108.604,108.624,6106.0
2020-03-27 11:00:00+00:00,108.626,108.835,108.53,108.824,6013.0
2020-03-27 12:00:00+00:00,108.826,108.853,108.64,108.79,7072.0
2020-03-27 13:00:00+00:00,108.789,108.902,108.423,108.48,9108.0
2020-03-27 14:00:00+00:00,108.482,108.546,108.048,108.088,11090.0
2020-03-27 15:00:00+00:00,108.086,108.262,107.866,108.162,7793.0
2020-03-27 16:00:00+00:00,108.16,108.199,107.956,107.995,7394.0
2020-03-27 17:00:00+00:00,107.994,108.178,107.969,108.005,6428.0
2020-03-27 18:00:00+00:00,108.004,108.005,107.758,107.776,4082.0
2020-03-27 19:00:00+00:00,107.778,107.956,107.775,107.898,5332.0
2020-03-27 20:00:00+00:00,107.9,108.052,107.864,108.014,1739.0
2020-03-29 21:00:00+00:00,107.725,107.86,107.639,107.754,372.0
2020-03-29 22:00:00+00:00,107.75,107.976,107.622,107.665,4388.0
2020-03-29 23:00:00+00:00,107.663,107.782,107.368,107.458,4299.0
2020-03-30 00:00:00+00:00,107.46,107.778,107.404,107.514,7935.0
2020-03-30 01:00:00+00:00,107.516,107.571,107.252,107.284,4584.0
2020-03-30 02:00:00+00:00,107.283,107.405,107.126,107.315,3924.0
2020-03-30 03:00:00+00:00,107.316,107.516,107.235,107.354,3079.0
2020-03-30 04:00:00+00:00,107.353,107.708,107.328,107.606,2937.0
2020-03-30 05:00:00+00:00,107.604,107.946,107.582,107.734,4154.0
2020-03-30 06:00:00+00:00,107.736,108.175,107.658,108.151,5887.0
2020-03-30 07:00:00+00:00,108.153,108.247,107.933,107.993,6518.0
2020-03-30 08:00:00+00:00,107.994,108.048,107.606,107.63,5972.0
2020-03-30 09:00:00+00:00,107.628,107.852,107.496,107.842,5210.0
2020-03-30 10:00:00+00:00,107.84,108.034,107.819,107.947,4111.0
